review_id,Review,relabel_group,human_vệ sinh_label,human_đồ ăn thức uống_label,human_khách sạn_label,human_vị trí_label,human_phòng ốc_label,human_dịch vụ_label
239634049,nhân_viên rất thân_thiện nhiệt_tình và nói tiếng anh rất tốt họ đã cố_gắng hết_sức để giúp_đỡ chúng_tôi đặc_biệt là annie và các nhân_viên gác cửa nhân_viên gác cửa đã giới_thiệu cho chúng_tôi một tài_xế tuyệt_vời đưa chúng_tôi đến bà nà hills vào buổi chiều khách_sạn hoàn_toàn mới nên rất hoàn_hảo bể_bơi hơi nhỏ và chỗ ngồi trên ghế nằm hơi chật chỉ có 6 ghế tuy_nhiên tầm nhìn từ bể_bơi bù lại được nhược_điểm về kích_thước ban_công chỉ sâu khoảng 15 cm nên bạn chỉ có_thể nhìn ra ngoài qua cửa trượt tầm nhìn bị che_khuất bởi tiết trang_trí mã_số trên nhà bữa sáng tự chọn là một trong những bữa sáng ngon nhất mà chúng_tôi từng ăn_ở việt_nam có nhiều lựa_chọn và chất_lượng món ăn tuyệt_vời,hard,0,1,0,0,1,1
916761480,tôi đã có một khoảng thời_gian tuyệt_vời khi ở tại the memory đà_nẵng phòng rất sạch_sẽ gọn_gàng và có không_khí rất sang_trọng điều này làm cho kỳ nghỉ của tôi trở_nên đặc_biệt thoải_mái nhân_viên rất thân_thiện và hữu_ích xin cảm_ơn alice toàn_ryan jerry phùng em và peter về sự hiếu_khách tuyệt_vời của họ vị_trí hoàn_hảo với bãi biển và nhiều quán cà_phê nhà hàg tuyệt_vời trong khoảng_cách đi bộ khu_vực này cảm_thấy rất an_toàn đó là một điểm cộng lớn còn bữa sáng thì sao thực_sự rất ngon tôi chắc_chắn sẽ giới_thiệu địa_điểm này cho bất_kỳ ai đến đà_nẵng không_thể chờ_đợi để trở_lại,hard,1,1,0,1,1,1
748686616,anna đã rất nhiệt_tình hỗ_trợ chúng_tôi trong quá_trình nhận phòng và đảm_bảo chúng_tôi được cung_cấp đầy_đủ thông_tin về các tiện_nghi của khách_sạn v v,hard,0,0,0,0,0,1
1013809487,nhân_viên thân_thiện và việc dọn_dẹp rất sạch_sẽ và tốt tôi đã ở đây vài lần mỗi khi đến đà_nẵng mong các bạn bảo_trì bể_bơi trước_đây không như_vậy nhưng bây_giờ hình_như họ không bảo_trì nữa mỗi khi tôi nhúng đầu xuống bể_bơi tôi ngửi thấy mùi hôi_thối khi tôi xuống bơi vào ban_ngày nước rất đục nước đục ư tại_sao đột_nhiên các bạn không bảo_trì nữa,hard,1,0,0,0,0,2
1056982208,nhân_viên rất thân_thiện nội_thất sạch_sẽ và các nhà hàg xung_quanh cũng rất ngon,hard,1,1,0,0,1,1
1035470300,bữa sáng không ngon lắm vị_trí không xa bãi biển,random,0,2,0,1,0,0
1062161381,phòng có giá_trị cao nhưng sẽ tốt hơn nếu khách_sạn kiểm_tra lại các tiện_nghi trong phòng vòi_sen bị rò_rỉ bữa sáng khá ngon nhưng sẽ tốt hơn nếu tất_cả thức_ăn được đậy kín có nhiều muỗi,random,0,1,0,0,2,0
965193069,phòng bày trí sạch_sẽ thoáng mát nhân_viên thân_thiện địa_điểm trung_tâm phù_hợp để đi bất_cứ đâu sẽ tuyệt hơn_nữa nếu rooftop có kinh_doanh cafe cocktail để vừa chill vừa ngắm cảnh thật tốt,hard,1,0,0,1,1,0
964764948,chúng_tôi phải rời đi ngay và bỏ phí tiền phòng nó thực_sự bẩn_thỉu không_thể chấp_nhận được dù chỉ bỏ ra 1 tiền hãy yêu_cầu cho xem phòng rồi bạn mới quyết_định có xuống tiền hay không vô_cùng tệ_hại khi phải đến_nơi này,hard,2,0,2,0,0,0
916763800,tôi ở trong một phòng hạng sang giường cỡ lớn và một phòng gia_đình các phòng đều rộng_rãi và có bếp nhỏ rất tiện_lợi chợ hàn chỉ cách đó một phút đi bộ nên việc mua_sắm vô_cùng thuận_tiện việc kiểm_tra và đổi trả hàg hoá đã mua cũng rất dễ_dàng mọi thứ xung_quanh chợ hàn đều nằm trong khoảng_cách đi bộ vì_vậy tôi có_thể đi bộ đến các nhà hàg máy atm và tiệm massage giường thì hơi cứng,hard,0,0,0,1,1,0
996330289,khách_sạn có vị_trí thuận_lợi phòng_ốc rộng_rãi và thoải_mái nhân_viên rất thân_thiện và chu_đáo,fallback,0,0,0,1,1,1
975122315,vấn_đề chính với phòng là giường rất không thoải_mái gối thì mỏng như giấy và đệm thì cứng chúng_tôi đã hỏi lễ_tân về một chiếc gối thứ hai nhưng họ nói không còn gối nào điều này chắc_chắn không nên xảy ra ở một khách_sạn chúng_tôi đã ở lại ba đêm và nhân_viên dọn_dẹp chỉ đến vào ngày cuối_cùng khăn tắm thì có mùi cơ_thể ngoài những vấn_đề trên mọi thứ khác đều ổn,medium,1,0,0,0,2,1
1048649860,với mức giá này sản_phẩm có tình_trạng tốt,hard,0,0,1,0,0,0
1026122940,khách_sạn mới gọn_gàng gần chợ chính phù_hợp cho 0 5 đêm,random,1,0,1,1,1,0
166136273,hồ bơi hơi thất_vọng nhưng tôi vẫn sẽ quay lại khách_sạn này,medium,0,0,1,0,0,0
1038377843,phòng sạch_sẽ và thơm_tho có tầm nhìn ra biển nhưng khi tôi gia_hạn thời_gian lưu_trú thì được chuyển sang phòng cạnh hồ bơi khá ồn_ào khi có người khác sử_dụng hồ bơi nên tôi không khuyên bạn nên chọn phòng đó,hard,1,0,0,0,2,0
843500897,phòng bẩn cũ thang_máy t5 hỏng nút bấm xuống điều yếu rèm bẩn kinh_khủng nhếch_nhác nói_chung là khó ai quay lại,hard,2,0,0,0,2,0
124500719,ngày đầu_tiên tôi đến khách_sạn muộn nhưng nhân_viên lại đưa cho tôi phòng_không giống như hình_ảnh khi tôi đặt phòng qua agoda tôi ở phòng đôi mặc_dù đã đặt phòng cao_cấp ngày hôm sau họ đổi phòng cho tôi ngoại_trừ áp_lực nước hơi mạnh nội_thất nhìn_chung ổn,random,0,0,0,0,1,0
782610910,nhân_viên thân_thiện nhiệt_tình phòng_ốc sạch_sẽ,hard,1,0,0,0,1,1
1067002865,một người phụ_nữ thật tồi_tệ đang làm_việc ở quầy lễ_tân người luôn nói_dối khách hàg và cố_gắng hết_sức để gây ra rắc_rối với khách hàg mỗi ngày nhiều lần tôi đã thấy cô ta cãi nhau với khách hàg vì cô ta từ_chối làm những việc cơ_bản trong công_việc của mình cô ta dành nhiều thời_gian nấu_ăn và ăn_uống mỗi ngày cũng như ngủ trong các phòng khách hơn là làm_việc ở quầy lễ_tân trong vài ngày tôi ở đó hai khách hàg khác nhau đã nói với tôi rằng họ rời khỏi khách_sạn chỉ để tránh xa cô ta tôi đã là khách hàg ở đó vài năm nhưng bây_giờ tôi sẽ không ở lại đó nữa,hard,0,0,0,0,0,2
165720311,phòng bí không dọn phòng tuy_nhiên cô chủ thân_thiện,fallback,2,0,0,0,0,1
1047909271,chỗ ở đẹp sạch_sẽ các bạn nhân_viên nhiệt_tình lắm vị_trí trung_tâm nên rất thuận_tiện cho việc di_chuyển nói_chung là 100 điểm,medium,1,0,1,1,1,1
1004334830,phòng rộng_rãi đầy_đủ tiện_nghi nhân_viên nhiệt_tình điểm trừ là khu_vực hồ bơi ngoài_lề trông rất nguy_hiểm,hard,0,0,0,0,1,1
1044862652,đối_với một khách_sạn giá rẻ thực_sự nơi này mang lại giá_trị tuyệt_vời cho số tiền bạn bỏ ra tôi đặc_biệt ấn_tượng với khung_cảnh view hồ bơi tuyệt đẹp từ cửa_sổ phòng chúng_tôi thực_sự rất đẹp và thư_giãn nếu bạn có_thể lấy một phòng hướng ra hồ bơi đó là một lợi_thế lớn các phòng thì khá tốt chúng sạch_sẽ đủ rộng_rãi và hoàn_toàn phù_hợp cho một chuyến đi ngắn dịch_vụ dọn_dẹp đáng tin_cậy và chúng_tôi có mọi thứ cần_thiết cho một giấc_ngủ thoải_mái tuy_nhiên khách_sạn thực_sự cần nâng_cấp hệ_thống giao_thông thang_máy không tốt chút nào nó cực_kỳ nhỏ và thường cảm_thấy không thoải_mái và chật_chội đặc_biệt là khi mang hành_lý nó chắc_chắn cần được hiện_đại_hoá để có trải_nghiệm suôn_sẻ ít căng_thẳng hơn nếu bạn ở trên tầng thấp việc đi thang bộ được khuyến_khích cao tổng_thể nếu bạn đang đi du_lịch với ngân_sách hạn_hẹp và không phiền_lòng về trải_nghiệm đi thang_máy hơi không thoải_mái những căn phòng tốt và view đẹp làm cho nơi này đáng để xem_xét,medium,1,0,1,0,1,0
970196246,vị_trí tuyệt_vời môi_trường sạch_sẽ nhân_viên hỗ_trợ nhiệt_tình,hard,1,0,1,1,0,1
996370652,gọi điện bảo gửi chuyển cọc nhưng khách_sạn không gửi rồi tự_ý phòng_không báo cho khách quá tệ,hard,0,0,2,0,0,0
234258219,giá_cả hợp_lý rất gần bãi biển đẹp phòng được quảng_cáo là có ban_công nhưng chỉ sâu vài inch phải đứng nghiêng người chứ không_thể ngồi ngoài ban_công ngắm biển được đầu giường rất bẩn,medium,2,0,0,1,2,0
519331586,tôi đã nhận được mọi thứ mình yêu_cầu chỉ trong một_vài thao_tác ngắn_gọn tại quầy lễ_tân tôi đã gặp_gỡ rất nhiều du_khách khác và có khoảng thời_gian tuyệt_vời đến_nỗi tôi đã chọn đặt các gói ưu_đãi siêu hấp_dẫn của agoda để có_thể kéo_dài thời_gian lưu_trú tôi sẽ quay lại đó với máy_ảnh để chia_sẻ trải_nghiệm của mình hy_vọng họ sẽ tiếp_tục mở thêm các chi_nhánh khác hẹn gặp lại các bạn,hard,0,0,1,0,0,1
987287881,phòng rộng_rãi thoáng mát vệ_sinh sạch_sẽ tiện_nghi,hard,1,0,0,0,1,0
1062964181,khách_sạn sạch_sẽ thân_thiện,hard,1,0,1,0,0,1
797803971,ảnh chụp hoàn_toàn không đúng sự_thật phòng nhỏ và cửa_sổ cũng nhỏ có vết mốc tôi không khuyên bạn nên thuê,medium,2,0,0,0,2,0
1072394482,nhìn_chung cơ_sở vật_chất đã cũ tốc_độ internet cực_kỳ chậm và sàn nhà có cảm_giác dính có_lẽ do tuổi_đời của nó cửa_sổ bị hỏng và rèm cửa không đóng kín khiến việc thức_giấc trở_nên khó_khăn vị_trí thì tốt nhưng khó có_thể gọi là có tầm nhìn ra biển vì có nhiều nhà chắn tầm nhìn,hard,2,0,0,1,2,0
753796643,khách_sạn làm_việc thiếu chuyên_nghiệp người ta đã đặt phòng phòng từ trước đó 4 ngày rồi lúc đó còn phòng bây_giờ bán phòng cho khách khác thì báo lại mình hết phòng làm_việc không trung_thực mọi người tránh đừng đặt phòng kiểu này coi_chừng đến du_lịch lại không có chỗ ở,hard,0,0,2,0,0,0
1039826750,nơi đây cách bãi biển một khoảng_cách có_thể đi bộ được do_đó rất thuận_tiện cho việc đi_lại,medium,0,0,0,1,0,0
151506882,dưới đây là bài đánh_giá về chuyến đi 3 đêm 4 ngày của tôi đến việt_nam cùng bà ngoại trước_hết như các bạn đã thấy trong các bài đánh_giá khác chủ nhà alex vô_cùng thân_thiện anh ấy đã liên_hệ với tôi ngay sau khi đặt phòng và rất tận_tình giúp_đỡ mọi thắc_mắc từ đổi tiền đón khách đến các nhu_cầu khác các phòng chỉ nằm trên tầng hai còn tầng một có một chiếc ghế sofa trong phòng khách vì tôi đi cùng bà ngoại anh ấy đã đề_nghị kê một chiếc giường tạm bên cạnh ghế sofa trong suốt thời_gian lưu_trú tại biệt_thự chúng_tôi được tặng quà như xoài và bánh_mì mỗi sáng chúng_tôi cũng yêu_cầu đổi tiền và họ đã đưa ra tỷ_giá rất tốt khi chúng_tôi đến chỗ ở rộng_rãi và thoải_mái mang lại giá_trị tốt nhất cho số tiền bỏ ra chúng_tôi rất thích bể_bơi lớn gấp ba lần so với bể_bơi gần nhà hàg tại khu nghỉ_dưỡng water resort gần đó alex đã giải_thích mọi thứ cho chúng_tôi và rất vui khi được giúp_đỡ nhược_điểm duy_nhất là không có siêu_thị nào gần đó và vị_trí nằm giữa đà_nẵng và hội_an nếu,hard,0,0,1,0,1,1
748037893,khách_sạn có thiết_kế độc_đáo bữa sáng buffet khá ổn nhân_viên dọn phòng_thân thiện các nhân_viên còn lại nhìn_chung dễ_chịu nhưng không có gì nổi_bật có vấn_đề với nhiệt_độ nước nóng và nhiều tiếng ồn ô_nhiễm từ đường phố bãi đỗ xe_buýt,hard,1,1,1,0,0,1
1061655580,có nhiều nhà hàg nổi_tiếng gần đó khách_sạn nằm cạnh đường chính nên tiếng ồn giao_thông ở mức chấp_nhận được áp_lực nước và điều hoạt_động tốt nhưng vấn_đề vệ_sinh cần được cải_thiện,hard,2,0,1,1,0,0
897333682,khách_sạn rất gần sân_bay vị_trí đẹp chỉ cách bãi biển một con đường ngắn nhân_viên phục_vụ ổn và bữa sáng tự chọn cũng tạm được không xuất_sắc lắm nhưng cũng ổn,hard,0,1,1,1,0,1
260267290,căn_hộ sát biển rất đẹp ngay sau khi thức dậy chúng_tôi đã có_thể nhìn thấy biển với những chiếc thuyền đánh_cá chủ nhà rất nhiệt_tình mặc_dù ông ấy không nói tiếng anh nhưng ông ấy có_thể trả_lời tất_cả các câu hỏi của tôi qua điện_thoại sử_dụng phần_mềm dịch_thuật tôi chắc_chắn sẽ quay lại nơi này,medium,0,0,1,1,1,1
1022416128,phòng sạch_sẽ nhân_viên thân_thiện gần biển giá rẻ so với chất_lượng sẽ giới_thiệu cho bạn_bè và người_thân trải_nghiệm,random,1,0,1,1,1,1
781657525,thái_độ và chất_lượng phục_vụ của nhân_viên tốt thân_thiện điều_kiện phòng tiện_nghi,hard,0,0,0,0,1,1
693444072,tôi không ngờ nơi này lại đẹp hơn những khách_sạn khác đây là một khách_sạn bình_dân gần cầu rồng bạn có_thể đi bộ đến đó cùng với đó là khu chợ của họ tôi rất thích phòng nó rất rộng và bữa sáng buffet thật tuyệt_vời,hard,0,1,1,1,1,0
938948854,đây là một trong những khách_sạn mà tôi thường chọn ở đà_nẵng khi giá_cả phù_hợp thuộc vào cung và cầu gần như mọi thứ đều tốt chỉ có một_vài điều nhỏ có_thể được cải_thiện ưu_điểm chỗ để xe_đạp tốt nhân_viên thân_thiện phòng mới và hoàn_toàn sạch_sẽ vị_trí ổn có khu_vực ban_công che_kín để ngắm biển và hút thuốc hoặc uống bia chỉ ở tầng 7 và 10 phòng xông_hơi và buồng xông hoạt_động tốt hồ bơi tốt nhược_điểm tường mỏng như giấy nên bạn nghe thấy mọi thứ hàg xóm đang làm có một em bé bên cạnh phòng tôi và đó thật là một sự tra_tấn trong một ngày tôi lo_lắng rằng tv của mình quá to mỗi khi tôi xem bất_cứ thứ gì việc tắm nước nóng cần 3 4 lần đầy riêng_biệt vì trong bình chỉ có khoảng 5 gallon nước nóng nó nhanh_chóng trở_nên lạnh rồi mất khoảng 5 10 phút trước khi bạn có_thể thêm mẻ tiếp_theo mất khoảng 20 phút để có đủ nước nóng để ngâm mình trong hơi nóng cho lưng tôi bị đau có_thể cải_thiện hơn về tình_hình cà_phê trong khu_vực ăn sáng buổi sáng,hard,1,1,1,1,2,1
1059470102,toàn_bộ quy_trình nhận phòng đều không tiếp_xúc và tự_phục_vụ phòng rất sạch_sẽ,hard,1,0,0,0,1,0
165934228,ban_đầu tôi khá lo_lắng về vị_trí nhưng đúng như dự_đoán nó hơi như_vậy một_chút nhưng điều_kiện chỗ ở thì rất tốt mặc_dù hơi thất_vọng vì không có bữa sáng nhưng nhà_vệ_sinh rất sạch_sẽ và khu_vực xung_quanh yên_tĩnh có người nói phòng tắm hơi nhỏ nhưng với chúng_tôi thì ổn vì chúng_tôi là mẹ và con gái có_thể hơi chật_chội với nam_giới ga trải giường không siêu sạch chỉ có vài vết bẩn nhưng vẫn chấp_nhận được mẹ tôi cũng hài_lòng cho đến cuối_cùng nhưng họ rất nhiệt_tình khi bạn yêu_cầu họ dọn_dẹp nhưng bạn phải yêu_cầu họ rất nhiều lần trước khi rời đi hãy yêu_cầu họ dọn_dẹp ngay_lập_tức nhé,hard,1,0,1,2,1,1
757086939,từ sân_bay đến đây chỉ mất khoảng 10 phút đi grab với giá 36 000 vnd giá_cả khá hợp_lý nhưng vì nằm trên đường chính nên hơi ồn_ào,hard,0,0,0,2,0,0
787605543,tuyệt_vời trong vài ngày yên_tĩnh và sạch_sẽ đủ nhân_viên thân_thiện phòng tôi có nhiều mùi thuốc_lá nhưng chỉ có vậy thôi,hard,1,0,1,0,2,1
930473455,tôi thích mọi thứ về khách_sạn ngoại_trừ một điều chúng_tôi đến khá sớm và phòng của chúng_tôi chưa sẵn_sàng vì_vậy không_thể làm thủ_tục nhận phòng sớm họ thậm_chí không có một phòng tắm đúng nghĩa để làm tươi_mát chúng_tôi phải sử_dụng một nhà_vệ_sinh ở tầng hầm nơi để xe_đạp điều đó thực_sự làm hỏng tâm_trạng của chúng_tôi sau một chuyến bay dài nhưng khi chúng_tôi làm thủ_tục nhận phòng mọi thứ đều ổn bữa sáng được phục_vụ tại một khách_sạn gần đó không đạt được mong_đợi của chúng_tôi họ thậm_chí còn có dịch_vụ đổi tiền ngoại_tệ với tỷ_giá tốt điều này đã giúp_ích cho chúng_tôi rất nhiều,hard,0,1,1,0,0,1
168949735,chúng_tôi ở lại 3 đêm phòng có kích_thước tương_đương với một nhà_nghỉ ở nước ta cứ coi như một nhà_nghỉ kiểu hàn_quốc điển_hình nó cách sân_bay 10 phút và có một siêu_thị ngay bên cạnh nên rất tiện_lợi bữa sáng thì luôn giống nhau nên chẳng có gì để ăn vì ở lại 3 đêm nên tôi đã bỏ bữa sáng và còn có gián trong bữa sáng nữa tôi không biết có phải chỉ ở đà_nẵng không nhưng nếu bạn chỉ cần ra ngoài trước khách_sạn thôi ban_đêm sẽ thấy chuột to hơn nắm tay nhân_viên rất thân_thiện máy_lạnh không được mát lắm họ không bật máy_lạnh ở sảnh trừ lúc ăn sáng phòng tắm có mùi như cống_rãnh đúng là tiền_nào_của_nấy thôi ở lại ngắn ngày 1 đêm thì cũng tạm ổn,hard,2,2,1,1,2,1
996073011,phòng tắm bẩn đến mức không_thể lấy hết đồ_dùng và sử_dụng với giá rẻ,medium,2,0,0,0,0,0
628254559,nhân_viên rất thân_thiện các phòng đều rộng và điều trên trần làm mát nhanh_chóng phòng lớn bếp có đầy_đủ các đồ cơ_bản như tủ_lạnh lớn lò_vi_sóng và bếp nấu căn phòng của chúng_tôi thiếu dụng_cụ ăn_uống và một_vài món khác những món thiếu này đã được cung_cấp khi chúng_tôi thông_báo cho nhân_viên chỗ ở có hai tầng và tầng lửng ở trên nơi có phòng ngủ có trần thấp điều này có_thể là vấn_đề đối_với những khách hàg cao tôi sẽ ở đây lần nữa nếu tôi quay lại đà_nẵng,medium,1,0,1,0,1,1
819748228,phòng sạch_sẽ vị_trí gần bờ biển và cách đều các trung_tâm vui_chơi giải_trí phục_vụ tốt,hard,1,0,1,1,1,1
1057351602,vị_trí và điều_kiện khách_sạn không tệ chăn ga gối đệm không bị ẩm tuy_nhiên cửa không được vui_lòng kiểm_tra kỹ,hard,1,0,1,1,0,0
987261126,căn phòng thật_sự đẹp rộng_rãi giống như những bức ảnh và vượt xa mong_đợi với mức giá này thật_sự điên_rồ tôi thích nó rất nhiều nhân_viên thì siêu dễ_thương tốt_bụng và luôn sẵn_sàng giúp_đỡ địa_điểm cũng thật tuyệt_vời bất_cứ đâu bạn muốn đi chỉ cần gọi grab đây là lần đầu_tiên tôi đến đà_nẵng và tôi thật_sự ấn_tượng tôi chắc_chắn sẽ giới_thiệu nơi này cho mọi người chỉ một mẹo nhỏ nước uống miễn_phí ở bên ngoài nhưng những chai trong tủ_lạnh thì có tính phí,medium,0,0,1,1,1,1
757922954,vị_trí gần bãi biển tuyệt_vời nhân_viên thân_thiện mặc_dù đôi_khi nhà hàg hơi chậm_trễ,hard,0,0,1,1,0,1
136921287,vị_trí khách_sạn rất tuyệt_vời khách_sạn nằm gần bãi biển và xung_quanh có rất nhiều nhà hàg và cửa hàg tiện_lợi phòng sạch_sẽ nhân_viên thân_thiện khách_sạn có dịch_vụ cho thuê xe_máy giúp chuyến đi của chúng_tôi dễ_dàng và thú_vị hơn rất nhiều điều duy_nhất chúng_tôi phàn_nàn là cửa phòng_bị kẹt nên phải dùng lực rất mạnh mới mở đóng được cửa chúng_tôi phải đóng sầm cửa lại và mỗi lần mở đóng_cửa nó đều phát ra tiếng_động rất lớn,hard,1,0,1,1,2,1
1044247870,nhân_viên rất thân_thiện vị_trí thuận_lợi và giá_cả hợp_lý nhưng có công_trình thi_công ngay bên cạnh nên tiếng ồn từ sáng sớm rất lớn làm_khó ngủ quá và vì trời mưa nên nước từ dưới đất tràn lên mặt sàn ướt_sũng sáng sớm đi vệ_sinh suýt_nữa ngã nhân_viên đã xin_lỗi và dọn_dẹp ngay còn lại thì giá_cả vị_trí và sự sạch_sẽ đều tốt họ có_vẻ dọn_dẹp hai lần một tuần,hard,1,0,1,1,0,1
926365529,phòng_ốc sạch_sẽ nhân_viên tận_tình,hard,1,0,0,0,1,1
982257705,yên_tĩnh sạch_sẽ chủ nhà nhiệt_tình,hard,1,0,1,0,1,1
66657039,mình đến khách_sạn lúc 10g nhưng cũng được nhận phòng tiếp_tân niềm_nở thủ_tục nhanh_chóng phòng mới sạch_sẽ mặt_tiền khách_sạn là đường lớn nên có nhiều taxi có nhiều quán ăn bình_dân nhà hàg cao_cấp mình thuê xe_máy đi chơi bị bỏ quên chìa hay rơi gì đó điện_thoại về khách_sạn nhờ giải_cứu nhân_viên đến hổ trợ nhiệt_tình hôm sau mình dắt nhờ người quen mua giúp chả bò nhưng dắt nhầm vào số của nhân_viên bảo_vệ hôm trước và đã được phục_vụ như_ý rất hài_lòng lần sau mình ra đà_nẵng sẽ rủ nhiều bạn_bè cùng đến ở khách_sạn mandara,hard,1,0,1,1,1,1
247744190,mình đặt lúc agoda đang có sale mạnh nên giá khá rẻ dù nhân_viên đối_ứng khá tốt nhiệt_tình nhưng thực_sự chất_lượng phòng_không được tốt như trên quảng_cáo hay có_thể do mình mua giá sale rẻ quá nên khách_sạn để cho phòng đó chăng chất_lượng nhỉnh hơn so với mức giá đã sale chứ nếu so với mức giá gốc ban_đầu thì chênh_lệch khá nhiều nhà mình ở tầng 8 phòng sạch_sẽ hơi hẹp và bí và điểm trừ mạnh là nước rất rất yếu chỉ dùng để tắm_rửa nhưng phải đợi rất lâu khách_sạn lưu_ý cải_thiện hơn về sau nhé,hard,1,0,1,0,2,1
