review_id,hotel_id,Review,rating,vệ sinh_label,vệ sinh_prob,đồ ăn thức uống_label,đồ ăn thức uống_prob,khách sạn_label,khách sạn_prob,vị trí_label,vị trí_prob,phòng ốc_label,phòng ốc_prob,dịch vụ_label,dịch vụ_prob,conf_mean,conf_min,keep_step2,token_count,char_count,rule_full_none,rule_all_same_pos,rule_all_same_neg,rule_text_too_short,noise_rule_hits,keep_step3,step2_source
926818487,10901788,nói nhiều quá thôi_thì đừng bận_tâm cứ ở chỗ khác đi,4.0,0,0.906,0,0.9087,0,0.8174,0,0.9297,0,0.9126,0,0.91,0.8974000000000001,0.8174,True,11,52,True,False,False,False,1,False,step2_kept
879325377,10901788,cách xa trung_tâm thành_phố,4.0,0,0.9175,0,0.848,0,0.7563,0,0.8574,0,0.908,0,0.935,0.8703666666666668,0.7563,True,4,27,True,False,False,False,1,False,step2_kept
813978000,11123258,tôi nhận phòng sau nửa_đêm và họ nói sẽ có nhân_viên trực nhưng họ đang ngủ tôi cố_gắng đánh_thức họ dậy làm thủ_tục nhận phòng và định đi tắm thì thấy hai con gián vua ở đó nên tôi đóng_cửa lại và bỏ_qua tôi thức trắng đêm và trải qua được cả ngày hôm đó,5.0,0,0.846,0,0.908,0,0.8013,0,0.9287,0,0.842,0,0.818,0.8573333333333332,0.8013,True,55,255,True,False,False,False,1,False,step2_kept
1064156986,11132664,vị_trí tốt yên_tĩnh,10.0,0,0.8926,0,0.824,1,0.888,1,0.901,0,0.9414,0,0.9185,0.89425,0.824,True,3,19,False,False,False,True,1,False,step2_kept
988240769,11132664,nhân_viên rất tốt_bụng,6.0,0,0.937,0,0.8223,0,0.8623,0,0.9287,0,0.935,1,0.6147,0.8500000000000001,0.6147,True,3,22,False,False,False,True,1,False,step2_kept
932448135,11132664,nó sạch_sẽ hơn tôi tưởng và nước nóng_chảy ra rất nhanh thật tiếc là không có xà_phòng,6.0,0,0.833,0,0.931,0,0.8545,0,0.937,0,0.91,0,0.924,0.8982500000000001,0.833,True,17,86,True,False,False,False,1,False,step2_kept
912606118,11295767,hệ_thống điều không làm mát không_gian đúng cách,8.0,0,0.8247,0,0.892,0,0.835,0,0.928,0,0.755,0,0.8975,0.8553666666666667,0.755,True,8,48,True,False,False,False,1,False,step2_kept
830177801,11295767,bất_động_sản ven biển với giá_cả phải_chăng,9.0,0,0.931,0,0.9194,0,0.5854,0,0.904,0,0.931,0,0.9287,0.8665833333333333,0.5854,True,6,43,True,False,False,False,1,False,step2_kept
723424364,11295767,bạn nhất_định nên gọi bữa sáng,9.0,0,0.9194,0,0.69,0,0.866,0,0.9375,0,0.936,0,0.9185,0.8779,0.69,True,6,30,True,False,False,False,1,False,step2_kept
847011827,11295767,khuyên dùng cho mọi người,9.0,0,0.93,0,0.852,0,0.7573,0,0.9346,0,0.9336,0,0.932,0.8899166666666667,0.7573,True,5,25,True,False,False,False,1,False,step2_kept
538483621,11295767,chúng_tôi không còn dùng chung cơ_sở vật_chất với nhau nữa,6.0,0,0.9233,0,0.915,0,0.6724,0,0.9434,0,0.9062,0,0.92,0.8800499999999999,0.6724,True,10,58,True,False,False,False,1,False,step2_kept
1063402702,11419138,phòng sạch_sẽ đẹp gần bãi biển nằm cạnh một con đường đông_đúc nhưng phòng chúng_tôi quay mặt ra hướng khác nên khá yên_tĩnh bữa sáng gọi món kèm đĩa trái_cây và nước ép tươi nhân_viên thân_thiện,10.0,1,0.895,1,0.931,1,0.798,1,0.8687,1,0.9175,1,0.8506,0.8767999999999999,0.798,True,36,195,False,True,False,False,1,False,step2_kept
526696786,1157924,cười rất xinh và thích ăn đậu_đỏ ngày thất tịch,10.0,0,0.9194,0,0.886,0,0.821,0,0.924,0,0.935,0,0.9194,0.9008,0.821,True,10,47,True,False,False,False,1,False,step2_kept
830424875,1157924,mọi chuyện xảy ra đều có lý_do,10.0,0,0.9263,0,0.891,0,0.822,0,0.9263,0,0.9326,0,0.9194,0.9029333333333334,0.822,True,7,30,True,False,False,False,1,False,step2_kept
84221478,1157924,nhân_viên khá thân_thiện,8.0,0,0.931,0,0.807,0,0.846,0,0.917,0,0.9014,1,0.8574,0.8766333333333334,0.807,True,3,24,False,False,False,True,1,False,step2_kept
797874026,1161258,nhân_viên lịch_sự nhiệt_tình,8.0,0,0.911,0,0.78,0,0.8345,0,0.907,0,0.9175,1,0.7847,0.8557833333333332,0.78,True,3,28,False,False,False,True,1,False,step2_kept
626353273,1161258,các trung_tâm tin và vệ_tinh,10.0,0,0.9062,0,0.901,0,0.8696,0,0.9097,0,0.9126,0,0.928,0.9045166666666667,0.8696,True,5,28,True,False,False,False,1,False,step2_kept
257476225,1161258,vị_trí tuyệt_vời với tầm nhìn ra sông bữa sáng ngon_miệng nhân_viên vô_cùng nhiệt_tình phòng đẹp sạch_sẽ và thoải_mái wifi mạnh gần khu_vực du_thuyền và cầu sông hàn khách_sạn có hồ bơi ngoài_trời lớn bữa sáng ngon_miệng với nhiều món ăn châu_á và phương tây dịch_vụ tốt và đồ_ăn đều tuyệt_vời chắc_chắn tôi sẽ quay lại đây lần nữa,10.0,1,0.75,1,0.939,1,0.9414,1,0.8423,1,0.935,1,0.906,0.8856166666666666,0.75,True,58,331,False,True,False,False,1,False,step2_kept
257476174,1161258,khách_sạn thật tuyệt_vời tất_cả nhân_viên đều dễ_thương và nhiệt_tình giúp_đỡ bữa sáng rất ngon phòng sạch_sẽ và thoải_mái vị_trí tuyệt_vời bạn có_thể tận_hưởng bể_bơi ngoài_trời rộng_lớn ở đây rất tuyệt nhìn_chung trải_nghiệm tuyệt_vời,10.0,1,0.887,1,0.937,1,0.9326,1,0.862,1,0.9297,1,0.881,0.9048833333333334,0.862,True,33,236,False,True,False,False,1,False,step2_kept
73683915,1161258,không có bình_luận nào,6.0,0,0.8647,0,0.7407,0,0.8447,0,0.9346,0,0.872,0,0.9263,0.8638333333333335,0.7407,True,4,22,True,False,False,False,1,False,step2_kept
967651657,1161258,xung_quanh có nhiều thứ nhưng lại hơi xa biển,8.0,0,0.924,0,0.93,0,0.8223,0,0.667,0,0.94,0,0.939,0.8703833333333334,0.667,True,9,45,True,False,False,False,1,False,step2_kept
869984554,11656909,có một con thằn_lằn,8.0,0,0.7734,0,0.866,0,0.795,0,0.9175,0,0.861,0,0.9,0.8521500000000001,0.7734,True,4,19,True,False,False,False,1,False,step2_kept
153610396,1178027,tôi không_thể tưởng_tượng được tôi đã trả tiền để ở trong một cái kho cũ không hơn không kém,4.0,0,0.877,0,0.886,0,0.6963,0,0.9326,0,0.8833,0,0.916,0.8652000000000001,0.6963,True,19,92,True,False,False,False,1,False,step2_kept
120649130,1178027,thoải_mái và sạch_sẽ,9.0,1,0.8057,0,0.755,1,0.901,0,0.897,0,0.9346,0,0.808,0.8502166666666665,0.755,True,3,20,False,False,False,True,1,False,step2_kept
106386774,1178027,đáng đồng_tiền_bát_gạo,7.0,0,0.835,0,0.812,1,0.816,0,0.9194,0,0.8706,0,0.932,0.8641666666666667,0.812,True,2,22,False,False,False,True,1,False,step2_kept
212904231,1178027,tôi đã đặt mua sản_phẩm này cho một người bạn và người đó rất không hài_lòng,5.0,0,0.906,0,0.887,0,0.8794,0,0.9385,0,0.892,0,0.9,0.9004833333333334,0.8794,True,16,76,True,False,False,False,1,False,step2_kept
1071102281,1192219,bồn_tắm không hoạt_động,5.0,0,0.6787,0,0.891,0,0.8345,0,0.926,2,0.8784,0,0.924,0.8554333333333335,0.6787,True,3,23,False,False,False,True,1,False,step2_kept
1048753030,1192219,tôi muốn đến đó lần nữa nhưng hiện_tại giá hơi cao,10.0,0,0.924,0,0.888,0,0.592,0,0.9146,0,0.917,0,0.904,0.8565999999999999,0.592,True,11,50,True,False,False,False,1,False,step2_kept
938727526,1192219,ở bãi biển mặc_dù có một nhà chắn ngang trước mặt tôi ngăn tiếng ồn lại nhưng tôi vẫn nghe thấy tiếng ồn_ào của sự_kiện đang diễn ra ở đó và ở nhà hàg hải_sản bên cạnh người trung_quốc đang hát những bài hát kiểu karaoke và dường_như họ đang hát ngay bên cạnh tôi,5.0,0,0.892,0,0.921,0,0.8345,0,0.9,0,0.8984,0,0.8496,0.8825833333333333,0.8345,True,55,263,True,False,False,False,1,False,step2_kept
1066073310,1192219,một đêm vui_vẻ với một con gián,5.0,0,0.8623,0,0.9263,0,0.821,0,0.9346,0,0.9146,0,0.9194,0.8963666666666666,0.821,True,7,31,True,False,False,False,1,False,step2_kept
926880140,1192219,nó sạch_sẽ nhưng nhược_điểm là áp_lực nước yếu,8.0,0,0.7964,0,0.9272,0,0.818,0,0.917,0,0.7427,0,0.924,0.8542166666666667,0.7427,True,8,46,True,False,False,False,1,False,step2_kept
773783342,1198039,giá hợp_lý tiện_nghi,8.0,0,0.8535,0,0.8745,1,0.891,0,0.8584,0,0.8857,0,0.921,0.8806833333333334,0.8535,True,3,20,False,False,False,True,1,False,step2_kept
526355532,1198039,có rất nhiều nhà hàg gần đó tuy_nhiên chỗ nghỉ này không nằm gần trung_tâm thành_phố,6.0,0,0.9346,0,0.931,0,0.864,0,0.584,0,0.9326,0,0.928,0.8623666666666666,0.584,True,16,84,True,False,False,False,1,False,step2_kept
894530910,1220761,xứng_đáng để trải_nghiệm,10.0,0,0.9375,1,0.7065,1,0.924,0,0.8936,0,0.924,0,0.9126,0.8830333333333334,0.7065,True,3,24,False,False,False,True,1,False,step2_kept
913752657,1220761,nơi này cũng tạm ổn tuy_nhiên có những nơi tốt hơn với mức giá tương_tự đừng để bị đánh_lừa bởi hình_ảnh người biên_tập đã làm rất tốt công_việc của mình,6.0,0,0.937,0,0.911,0,0.823,0,0.925,0,0.9326,0,0.7954,0.8873333333333333,0.7954,True,30,153,True,False,False,False,1,False,step2_kept
938433488,1220761,đôi_khi khăn tắm không được thay,7.0,0,0.692,0,0.897,0,0.848,0,0.9336,0,0.857,0,0.8794,0.8511666666666665,0.692,True,6,32,True,False,False,False,1,False,step2_kept
1059399665,1220761,mọi người thuộc mọi ngành_nghề đều luôn được chào_đón bằng nụ cười và lòng tốt,9.0,0,0.9375,0,0.932,0,0.5986,0,0.928,0,0.9385,0,0.815,0.8582666666666666,0.5986,True,15,78,True,False,False,False,1,False,step2_kept
939804291,1220761,người đeo kính ở quầy thu_ngân trông đặc_biệt đẹp_trai và tốt_bụng,10.0,0,0.937,0,0.9346,0,0.848,0,0.924,0,0.9263,0,0.8433,0.9022,0.8433,True,11,66,True,False,False,False,1,False,step2_kept
935610737,1220761,cần đào_tạo thêm về nghiệp_vụ,9.0,0,0.917,0,0.8584,0,0.868,0,0.9336,0,0.9062,0,0.9287,0.9019833333333334,0.8584,True,5,29,True,False,False,False,1,False,step2_kept
877243706,1220761,nhân_viên rất thân_thiện,9.0,0,0.925,0,0.806,0,0.8394,0,0.92,0,0.8994,1,0.846,0.8726333333333334,0.806,True,3,24,False,False,False,True,1,False,step2_kept
830436655,1220761,tôi không khuyên bạn nên làm_vậy,4.0,0,0.8906,0,0.797,0,0.8125,0,0.93,0,0.8984,0,0.91,0.8730833333333333,0.797,True,6,32,True,False,False,False,1,False,step2_kept
800348618,1220761,giá_cả có_vẻ hợp_lý,9.0,0,0.9287,0,0.7686,1,0.848,0,0.928,0,0.886,0,0.935,0.8823833333333333,0.7686,True,3,19,False,False,False,True,1,False,step2_kept
981214127,1265819,cũng như trên tôi có_thể cho tổng điểm là 2 5,5.0,0,0.921,0,0.9185,0,0.7495,0,0.9233,0,0.9233,0,0.91,0.8909333333333335,0.7495,True,11,45,True,False,False,False,1,False,step2_kept
171363068,1265819,một_số đồ nội_thất cần được sửa_chữa,8.0,0,0.875,0,0.9263,0,0.857,0,0.9287,0,0.7686,0,0.924,0.8799333333333333,0.7686,True,6,36,True,False,False,False,1,False,step2_kept
1040593982,1265819,nhìn_chung rất hài_lòng,8.0,0,0.824,1,0.748,1,0.9233,0,0.9224,0,0.9287,0,0.862,0.8680666666666667,0.748,True,3,23,False,False,False,True,1,False,step2_kept
770180111,1265819,mọi thứ đều được lo_liệu chu_đáo tại cửa hàg massage của khách_sạn,7.0,0,0.93,0,0.9272,0,0.811,0,0.912,0,0.939,0,0.6094,0.8547666666666666,0.6094,True,12,66,True,False,False,False,1,False,step2_kept
634755757,12668879,cảm_ơn anh đã cho bọn em gửi hành_lý đến tận 11h đêm mới đến pickup,9.0,0,0.9224,0,0.932,0,0.897,0,0.924,0,0.926,0,0.8726,0.9123333333333332,0.8726,True,15,67,True,False,False,False,1,False,step2_kept
823634428,12668879,sạch_sẽ nhân_viên dễ_chịu nhân_viên nhiệt_tình đồ_ăn ngon sân_thượng đẹp khá lãng_mạn vào ban_đêm giường thoải_mái rất gần sân_bay bạn có_thể đi bộ và phòng khá yên_tĩnh,10.0,1,0.876,1,0.9287,1,0.904,1,0.886,1,0.935,1,0.908,0.9062833333333334,0.876,True,26,169,False,True,False,False,1,False,step2_kept
815829438,12668879,bạn có_thể làm điều đó bằng cách sử_dụng nó,10.0,0,0.9097,0,0.921,0,0.7725,0,0.917,0,0.921,0,0.888,0.8882,0.7725,True,9,43,True,False,False,False,1,False,step2_kept
1004058808,12668879,cảm_ơn lòng tốt của bạn,10.0,0,0.915,0,0.8423,0,0.641,0,0.931,0,0.9175,0,0.8774,0.8540333333333333,0.641,True,5,23,True,False,False,False,1,False,step2_kept
966276362,12668879,chào tôi quên trả chìa phòng hôm_nay vì phải ra sân_bay nếu chủ nhà thấy bài đánh_giá này vui_lòng liên_hệ với tôi tôi có_thể bồi_thường cho chìa tôi là khách thuê phòng số 35 ngày 1852025,10.0,0,0.9014,0,0.9175,0,0.822,0,0.921,0,0.797,0,0.748,0.85115,0.748,True,36,188,True,False,False,False,1,False,step2_kept
981181836,12668879,ông chủ rất tốt_bụng,10.0,0,0.941,0,0.867,0,0.796,0,0.932,0,0.9287,0,0.8384,0.8838499999999999,0.796,True,4,20,True,False,False,False,1,False,step2_kept
970469108,12668879,nếu bạn bấm chuông ở lối vào họ sẽ ra và hướng_dẫn bạn một_cách thân_thiện,8.0,0,0.935,0,0.93,0,0.7925,0,0.9136,0,0.9346,0,0.6807,0.8644,0.6807,True,15,74,True,False,False,False,1,False,step2_kept
831531693,12668879,tôi rất cảm_động trước cách bạn luôn chào_đón tôi bằng nụ cười,8.0,0,0.9326,0,0.9346,0,0.7476,0,0.935,0,0.939,0,0.8345,0.8872166666666667,0.7476,True,12,62,True,False,False,False,1,False,step2_kept
756427441,12668879,nơi đó hẻo_lánh quá xa_xôi để có_thể đến vào đêm khuya,8.0,0,0.915,0,0.921,0,0.797,0,0.9033,0,0.9326,0,0.9326,0.9002499999999999,0.797,True,11,54,True,False,False,False,1,False,step2_kept
674204349,12668879,bạn có_thể nhận phòng lúc bình_minh và chủ nhà rất tốt_bụng nếu may_mắn bạn có_thể nhìn thấy một chú mèo,10.0,0,0.9194,0,0.9263,0,0.876,0,0.9224,0,0.908,0,0.75,0.8836833333333334,0.75,True,20,104,True,False,False,False,1,False,step2_kept
803372712,13315073,chúng_tôi tin dit voor een gebleven anh ấy đã rất giỏi trong việc xây_dựng trạm giúp bạn có được những điều tuyệt_vời nhất trong mạng_lưới của mình chúng_tôi biết bạn đang kiểm_tra thời_điểm này nhưng bạn không_thể giúp tôi kiểm_tra được đạt đã thất_bại,9.0,0,0.9233,0,0.9224,0,0.761,0,0.92,0,0.892,0,0.8857,0.8840666666666667,0.761,True,44,253,True,False,False,False,1,False,step2_kept
678577525,13315073,phương_án này phù_hợp cho những người đi một_mình hoặc có quãng đường đi làm dài và sẽ đi tàu vào ngày hôm sau,8.0,0,0.937,0,0.931,0,0.815,0,0.921,0,0.937,0,0.9297,0.9117833333333336,0.815,True,23,110,True,False,False,False,1,False,step2_kept
743749778,13315073,thích_hợp khi bạn đến muộn và chỉ muốn ngủ,8.0,0,0.9087,0,0.9287,0,0.7065,0,0.9263,0,0.9272,0,0.9272,0.8874333333333332,0.7065,True,9,42,True,False,False,False,1,False,step2_kept
752676457,13814086,đây là một khách_sạn tuyệt_vời vị_trí đắc_địa tại đà_nẵng giá_cả rất hợp_lý đáng đồng_tiền_bát_gạo phòng_ốc sạch_sẽ rộng_rãi nhân_viên rất nhiệt_tình và bữa sáng tuyệt_vời chúng_tôi ăn_chay nên họ đã đặc_biệt chú_trọng chuẩn_bị các món chay vào buổi sáng nhất_định phải ở lại đây khi đến đà_nẵng,10.0,1,0.884,1,0.937,1,0.9375,1,0.8906,1,0.9326,1,0.8906,0.91205,0.884,True,46,295,False,True,False,False,1,False,step2_kept
970082475,13814086,phòng thoải_mái sạch_sẽ nhân_viên thân_thiện đồ_ăn ngon vị_trí thuận_lợi và cơ_sở vật_chất tốt,10.0,1,0.7393,1,0.9224,1,0.9,1,0.912,1,0.926,1,0.8623,0.8770000000000001,0.7393,True,13,94,False,True,False,False,1,False,step2_kept
938241393,13814086,tôi khuyên bạn nên dùng thử,10.0,0,0.93,0,0.907,0,0.8857,0,0.935,0,0.911,0,0.937,0.9176166666666666,0.8857,True,6,27,True,False,False,False,1,False,step2_kept
757372287,13814086,tôi đã gặp ông bartholomew to_lớn nhất mà tôi từng thấy trong đời,5.0,0,0.937,0,0.928,0,0.647,0,0.9214,0,0.937,0,0.876,0.8744000000000002,0.647,True,13,65,True,False,False,False,1,False,step2_kept
953570060,15207157,chúng_tôi nghĩ rằng thời_gian lưu_trú ban_đầu chưa đủ vì_vậy chúng_tôi đã gia_hạn thêm thời_gian ở đây,8.0,0,0.921,0,0.9136,0,0.6216,0,0.9175,0,0.9033,0,0.8984,0.8625666666666666,0.6216,True,16,102,True,False,False,False,1,False,step2_kept
494353026,15207157,tôi khuyên bạn nên đặt phòng,10.0,0,0.924,0,0.9033,0,0.8994,0,0.9214,0,0.926,0,0.9263,0.9167333333333336,0.8994,True,6,28,True,False,False,False,1,False,step2_kept
915700195,15207157,chúng_tôi không_thể hỗ_trợ bằng tiếng nhật nhưng chúng_tôi có_thể hỗ_trợ bạn bằng tiếng anh và tiếng việt,8.0,0,0.9336,0,0.931,0,0.885,0,0.9326,0,0.9263,0,0.911,0.9199166666666668,0.885,True,17,105,True,False,False,False,1,False,step2_kept
904835003,15207157,bạn hoàn_toàn có_thể ở một_mình một hoặc hai ngày,6.0,0,0.931,0,0.931,0,0.617,0,0.897,0,0.9326,0,0.906,0.8691,0.617,True,9,49,True,False,False,False,1,False,step2_kept
694612863,15207157,tôi khuyên bạn nên dùng thử,9.0,0,0.93,0,0.907,0,0.8857,0,0.935,0,0.911,0,0.937,0.9176166666666666,0.8857,True,6,27,True,False,False,False,1,False,step2_kept
592273912,15207157,việc biết cách xử_lý các sự_cố thang_máy dường_như là điều cần_thiết,5.0,0,0.917,0,0.9272,0,0.877,0,0.9287,0,0.924,0,0.8994,0.9122166666666668,0.877,True,11,68,True,False,False,False,1,False,step2_kept
1039922844,15207157,máy điều không làm lạnh tôi thấy khó hiểu,4.0,0,0.895,0,0.9233,0,0.844,0,0.932,0,0.837,0,0.9126,0.89065,0.837,True,9,41,True,False,False,False,1,False,step2_kept
766436067,15850263,dùng ở cặp đôi thì cũng ok,8.0,0,0.931,0,0.921,0,0.66,0,0.9033,0,0.9346,0,0.9,0.8749833333333333,0.66,True,7,26,True,False,False,False,1,False,step2_kept
981503328,15906556,thậm_chí còn có cả máy_giặt trong bếp,9.0,0,0.921,0,0.9287,0,0.689,0,0.9263,0,0.896,0,0.9287,0.8816166666666666,0.689,True,7,37,True,False,False,False,1,False,step2_kept
791798212,161962,tạm được với mức giá_như vậy,7.0,0,0.8784,0,0.7954,0,0.7896,0,0.9175,0,0.8994,0,0.917,0.8662166666666667,0.7896,True,6,28,True,False,False,False,1,False,step2_kept
770877644,161962,nên cân_nhắc và coi phòng trước,7.0,0,0.907,0,0.8906,0,0.842,0,0.9287,0,0.744,0,0.9194,0.87195,0.744,True,6,31,True,False,False,False,1,False,step2_kept
782354136,161962,chàng lao_công 19 tuổi nói tiếng anh rất tốt và cho biết anh học được tiếng anh bằng cách chơi game trực_tuyến,8.0,0,0.9214,0,0.924,0,0.842,0,0.9175,0,0.9346,0,0.833,0.8954166666666667,0.833,True,22,110,True,False,False,False,1,False,step2_kept
933725873,161962,tôi ở đó hai ngày sau đó chuyển sang một khách_sạn khác với cùng mức giá nhưng chỗ ở tốt hơn,5.0,0,0.9336,0,0.9272,0,0.6187,0,0.895,0,0.9272,0,0.897,0.86645,0.6187,True,21,92,True,False,False,False,1,False,step2_kept
888940390,161962,nếu bạn ở đó bạn sẽ hiểu nếu bạn xem hồ_sơ của những người khác bạn cũng sẽ hiểu hơn bất_cứ điều gì khác,7.0,0,0.9375,0,0.9233,0,0.861,0,0.926,0,0.9375,0,0.928,0.9188833333333334,0.861,True,24,104,True,False,False,False,1,False,step2_kept
645547354,161962,vì chúng_tôi khởi_hành giữa đêm nên chúng_tôi đã đi xe_buýt từ 4 giờ sáng đến 10 giờ tối 900 yên cho hai người để tắm và ngủ một giấc thì tiết_kiệm hơn nhiều so với việc ngủ qua đêm ở starbucks,5.0,0,0.915,0,0.9185,0,0.8447,0,0.912,0,0.924,0,0.8486,0.8938,0.8447,True,41,193,True,False,False,False,1,False,step2_kept
662544005,161962,khuyến_nghị nên ở chính_xác 0 5 đêm,7.0,0,0.9033,0,0.9185,0,0.6265,0,0.917,0,0.9214,0,0.917,0.8672833333333334,0.6265,True,7,35,True,False,False,False,1,False,step2_kept
630017545,161962,tôi dùng nó để cất hành_lý và tắm trước khi ra sân_bay chỉ vậy thôi nếu bạn định dùng nó cho mục_đích khác thì đừng dùng,3.0,0,0.8774,0,0.921,0,0.8745,0,0.924,0,0.915,0,0.8633,0.8958666666666667,0.8633,True,26,120,True,False,False,False,1,False,step2_kept
782807844,1621559,có_thể do cửa_mở ra để đón gió ngoài_trời,9.0,0,0.8975,0,0.9224,0,0.844,0,0.9263,0,0.891,0,0.9385,0.9032833333333332,0.844,True,8,41,True,False,False,False,1,False,step2_kept
200685313,1621559,điều duy_nhất không hay_là họ không mở_cửa vào ban_đêm,9.0,0,0.897,0,0.9272,0,0.7856,0,0.9346,0,0.928,0,0.92,0.8987333333333334,0.7856,True,9,54,True,False,False,False,1,False,step2_kept
176976917,1621559,khi tôi đặt phòng khách_sạn ở hàn_quốc vào ngày 10 tháng 9 tôi đã thanh_toán bằng thẻ_tín_dụng và đến đà_nẵng nhưng khi trả phòng vào sáng ngày 11 tháng 9 lễ_tân phát_hiện tôi chưa thanh_toán tiền phòng vì_vậy tôi đã phải trả thêm tiền bằng đô_la mỹ ngay tại_chỗ trong tình_huống khẩn_cấp bây_giờ khi tôi trở về hàn_quốc thẻ_tín_dụng của tôi đã hết tiền và có một danh_sách các khoản thanh_toán bằng thẻ_tín_dụng của tôi trong trạng_thái đặt phòng hãy cho chúng_tôi phản_hồi nhanh về vấn_đề này,4.0,0,0.8994,0,0.8984,0,0.864,0,0.924,0,0.769,0,0.7715,0.8543833333333333,0.769,True,87,494,True,False,False,False,1,False,step2_kept
122214333,1621559,nhược_điểm duy_nhất là chúng_tôi không_thể giao_tiếp tốt với nhân_viên do rào_cản ngôn_ngữ nhưng họ rất nhiệt_tình và cố_gắng giúp_đỡ chúng_tôi chúng_tôi đã sử_dụng google translate và sự trợ_giúp từ một vị khách địa_phương để truyền_đạt thông_điệp của mình,8.0,0,0.9346,0,0.9272,0,0.8794,0,0.93,0,0.928,0,0.755,0.8923666666666668,0.755,True,38,257,True,False,False,False,1,False,step2_kept
