review_id,Review,rating,vệ sinh_label,đồ ăn thức uống_label,khách sạn_label,vị trí_label,phòng ốc_label,dịch vụ_label
257445175,phòng dơ khăn tắm cũ có mùi ly nước bẩn giá bao_gồm ăn sáng nhưng lại là một tô bún_bò vài lát không có rau không có nước uống đúng là khó_khăn lượng khách của dịp corona nhưng sẽ không bao_giờ quay lại khách_sạn này,3.0,2,2,2,0,0,0
745622321,tôi nghĩ khách_sạn tăng_giá chứ giá rẻ quá so với chất_lượng,10.0,0,0,2,0,0,0
5318318,tôi nghĩ chọn khách_sạn này sẽ tốt hơn là những khách_sạn đắt tiền dọc bãi biển,7.0,0,0,1,0,0,0
726603156,nó rất đáng_giá cho số tiền tôi thích nội_thất nó sạch_sẽ và hiện_đại nhân_viên cũng cực_kỳ thân_thiện và đã hết_mình để làm cho kỳ nghỉ của chúng_tôi tốt_đẹp,9.0,1,0,1,0,0,1
234352459,vì tôi đến lúc rạng sáng tức_là đã hơn 1 giờ sáng giờ việt_nam và khi đến_nơi họ nói tất_cả các phòng đều đã kín chỗ và chỉ tôi đến một chỗ khác cách đó một phút đi taxi tôi đã đặt phòng và trả tiền nhưng họ vẫn nói tất_cả các phòng đều đã kín tôi chết lặng nhưng tôi không muốn tranh_cãi và cũng không còn lựa_chọn nào khác nên tôi đến khách_sạn quan quan mà họ chỉ_dẫn khi đến_nơi điều_kiện ở đó tệ đến mức tôi muốn đập_tan cả cái khách_sạn đó có cả kiến cửa phòng tắm không đóng kín được và thậm_chí khăn tắm trông như đã có người dùng rồi_đây là nơi tôi không bao_giờ muốn ở lại lần nữa,6.0,2,0,2,0,2,2
797721797,lễ_tân rất nhiệt_tình dù tôi tiếng anh rất kém chào vài cô gái đáng yêu tôi đã có ba ngày vui_vẻ ở đà_nẵng cảm_ơn,10.0,0,0,1,0,0,1
669579330,tốt so với giá_cả sạch_sẽ vị_trí tốt,10.0,1,0,1,1,0,0
752888448,gần đây tôi đã có hai ngày tuyệt_vời tại khách_sạn sea_beach cùng một người bạn và trải_nghiệm thật_sự hoàn_hảo sự hiếu_khách của nhân_viên rất tuyệt_vời các tiện_nghi đều thuộc hàg đầu và điểm nhấn chắc_chắn là bữa sáng tự chọn tuyệt_vời giá_cả rất hợp_lý khiến đây là một lựa_chọn xuất_sắc và tôi sẽ không ngần_ngại quay lại nếu có cơ_hội rất nên trải_nghiệm khách_sạn này nếu bạn muốn có một kỳ nghỉ đáng nhớ tại đà_nẵng,8.0,0,1,1,0,0,1
1061922933,được đề_xuất vì giá_cả hợp_lý và vị_trí thuận_lợi,10.0,0,0,1,1,0,0
1021934780,giá_cả hợp_lý so với tình_trạng phòng vị_trí trung_bình,6.0,0,0,0,1,1,0
913908184,ngoại_thất trông sạch_sẽ và nội_thất cũng rất sạch_sẽ máy_giặt rất hữu_ích,8.0,1,0,0,0,0,0
1058087288,đại_gia_đình 8 người cùng đi với 2 trẻ_em lớp 4 và lớp 6 bố_mẹ chồng em chồng và vợ_chồng tôi đã đến đây như một ngôi_sao 5 tôi khá hài_lòng thật_ra tôi đã đi qua nhiều khu nghỉ_dưỡng sang_trọng ở đà_nẵng trong khoảng 5 10 năm qua nhưng theo thời_gian một_số nơi đã cũ_kỹ tôi hiểu và thông_cảm tuy_nhiên người_quản_lý rất tận_tình hỗ_trợ những phần khó_khăn qua phone và cũng cho_phép tôi trả phòng tại nơi lưu_trú cuối_cùng có_thể ăn_uống tại nhà hơn_nữa họ rất thân_thiện nên tôi rất hài_lòng tất_cả mọi người hãy đến furama resort nhé hồ bơi dụng_cụ thể_thao hồ bơi chính nơi lưu_trú đều tuyệt_vời,10.0,0,1,1,0,1,1
872954314,khách_sạn nhỏ nhưng mang đến cho bạn một trải_nghiệm cá_nhân hơn nhân_viên rất hữu_ích và thân_thiện phòng sạch_sẽ tươm_tất và có_điều tốt khoảng_cách đi bộ đến bãi biển điều tuyệt nhất về khách_sạn là đội_ngũ nhân_viên dễ mến,10.0,1,0,2,1,1,1
1053793420,tôi đến từ ấn_độ và vì sống ở một nơi khác nên tôi rất thích dịch_vụ và tiện_nghi của khách_sạn ở đây tôi nhiệt_liệt khuyên bạn nên ở lại đây và tận_hưởng các dịch_vụ của họ,10.0,0,0,1,0,0,0
851523353,giá rẻ vị_trí gần bãi biển tầm nhìn đẹp nhưng rõ_ràng là cần bảo_trì có rỉ sét và nấm_mốc trong phòng tắm đây là một nơi tốt nếu bạn chỉ ở lại để ngủ và đi biển nhưng đừng mong_đợi nó quá xuất_sắc tuy_nhiên nhân_viên rất tuyệt_vời dịch_vụ tốt,7.0,2,0,1,1,2,1
693157710,khách_sạn rất ok trong tầm giá gần khu_vực có hải_sản giá bình_dân nhân_viên dễ_thương nhiệt_tình tư_vấn hỗ_trợ khách hàg sẽ quay lại nếu có cơ_hội quay lại đà_nẵng,9.0,0,0,1,1,0,1
1066204565,một nơi rất đẹp rất sạch_sẽ và nhân_viên rất hữu_ích họ muốn đảm_bảo bạn có một kỳ nghỉ vui_vẻ phòng xông_hơi và xông khô thật tuyệt_vời bày trí cho thấy sự chú_ý tuyệt_đối đến từng chi_tiết và thẩm_mỹ phòng rộng_rãi và rất sạch_sẽ có bồn_tắm và vòi_sen thật tuyệt tôi có_thể nói mãi về nơi này và tôi sẽ quay lại,10.0,1,0,0,0,1,1
1053774648,nơi này khá tốt chỉ có_điều hơi ồn_ào cho đến giờ ăn tối vì nó gần trường_học,9.0,0,0,0,1,0,0
811422411,chị chủ nhiệt_tình đáng để lưu_trú lại,9.0,0,0,1,0,0,0
816014441,phòng tôi ở là phòng đôi tôi mong_đợi có tầm nhìn đẹp nhưng tiếc là không có phòng khá đẹp vị_trí cũng tốt cô lễ_tân rất tỉ_mỉ và tận_tâm với công_việc,10.0,0,0,0,1,2,1
849422905,anh_chị ở home stay nhiệt_tình chu_đáo phòng rộng_rãi sạch_sẽ không_gian yên_tĩnh lần sau đến đông nhất_định sẽ đặt lại,10.0,1,0,1,0,1,1
165741572,mọi thứ đều tốt thật tuyệt_vời,9.0,0,0,1,0,0,0
1050207034,mọi thứ đều hoàn_hảo tôi sẽ quay lại,10.0,0,0,1,0,0,0
104038388,khách_sạn chỉ cách bãi biển vài phút đi bộ và giá_cả rất phải_chăng có nhiều nhà hàg hải_sản gần đó và một nhà hàg nướng kiểu tokyo ngay trước khách_sạn nơi đây rất nhộn_nhịp với người_dân địa_phương,9.0,0,0,1,1,0,0
869878413,vị_trí rất tốt thích vì có_thể đi bộ đến bãi biển mỹ khê,7.0,0,0,0,1,0,0
873533105,chúng_tôi ở lại khách_sạn trong 2 đêm và tôi thấy khách_sạn rất tốt so với mặt_bằng chung nếu có dịp tôi sẽ quay lại khách_sạn nữa,10.0,0,0,1,0,0,0
951663027,nhìn_chung không_gian yên_tĩnh và bữa sáng rất ngon nhược_điểm duy_nhất là lượng nước nóng có_hạn,6.0,0,1,1,0,2,0
132969765,khách_sạn gần bãi biển giá_cả hợp_lý và nhân_viên thân_thiện phòng_ốc không hề nhỏ nên tôi rất hài_lòng,8.0,0,0,1,1,2,1
994384886,nhân_viên thân_thiện phòng sạch và dễ_thương sẽ trở_lại đây thêm nhiều lần nữa khi đến với đà_nẵng,10.0,1,0,1,0,0,1
816103644,tôi ở lại một đêm trong khoảng năm tiếng đồng_hồ nhưng giá quá cao không đáng tiền chút nào chỗ đó bẩn_thỉu và tôi nghĩ mình không_thể ở lại đó lâu được,3.0,2,0,2,0,0,0
165903127,phòng tốt giường thoải_mái và nhân_viên cực_kỳ thân_thiện bữa sáng có_thể ngon hơn nhưng dù_sao tôi cũng không phải là người thích dậy sớm và tôi thích ngủ nướng hơn,8.0,0,2,0,0,1,1
938988022,chúng_tôi đã có kỳ nghỉ tuyệt_vời ở đây,10.0,0,0,1,0,0,0
58719746,đó là một trải_nghiệm đáng nhớ,6.0,0,0,1,0,0,0
851582615,vị_trí tuyệt_vời vì nhìn thấy bãi biển mini ngay trước mặt phòng rộng_rãi nên rất thích và việc dọn_dẹp cũng rất sạch_sẽ tôi rất hài_lòng hiệu_suất điều tốt,10.0,1,0,1,1,1,0
968006046,trước_hết tôi rất thích sự phản_hồi nhanh_chóng của chủ nhà ông ấy thật tốt_bụng nhờ ông ấy mà gia_đình chúng_tôi đã có một chuyến đi tuyệt_vời chỗ ở nằm ở vị_trí thuận_tiện gần cổng chính và chỉ cách biển một đoạn đi bộ ngắn vì_vậy chúng_tôi có_thể tận_hưởng bình_minh mà không hề hối_tiếc tôi rất muốn quay lại đây lần nữa,9.0,0,0,1,1,0,1
938778095,tôi đã sử_dụng cho 6 người_lớn và 3 trẻ_em mặc_dù hơi xa trung_tâm thành_phố nhưng việc gọi grab rất nhanh và chi_phí cũng không quá cao nên cảm_thấy không tệ mà ngược_lại có_thể sử_dụng trong sự yên_tĩnh rất tốt cơ_sở vật_chất và tình_trạng vệ_sinh rất tốt nhân_viên cũng rất thân_thiện và trong khu nghỉ_dưỡng còn có những cư_dân nên việc đi dạo và gặp_gỡ hàg xóm rất thú_vị còn một_chút tiếc_nuối là nhà hàg trong khu nghỉ_dưỡng hơi ít nhưng dịch_vụ giao hàg nhanh_chóng nên tôi có ý_định quay trở_lại cao,8.0,1,0,1,0,0,1
276979669,khách_sạn tốt nhất với mức giá hợp_lý nhất ở đà_nẵng phòng rộng_rãi sạch_sẽ hồ bơi tuyệt_vời nhân_viên đều tuyệt_vời sẵn_sàng giúp_đỡ bạn bằng mọi cách rất thân_thiện đặc_biệt cảm_ơn cô gái đã nấu bữa sáng cho tôi trứng chần ngon nhất việt_nam hãy tiếp_tục phát_huy nhé hẹn gặp lại khi biên_giới mở_cửa chúc_mừng,10.0,1,1,1,0,1,1
1136389,chúng_tôi đến khách_sạn này vào tháng 4 năm 2011 nhân_viên khách_sạn rất nhiệt_tình giúp_đỡ chúng_tôi cũng đặt xe từ khách_sạn để đi tham_quan đà_nẵng và hội_an khách_sạn còn có bể_bơi mà chúng_tôi có_thể sử_dụng vào buổi sáng chúng_tôi rất hài_lòng với kỳ nghỉ tại khách_sạn và khuyên mọi người nên đến đây nếu có dịp,10.0,0,0,1,0,0,1
984522477,lần sau sẽ quay lại đúng với giá_trị của số tiền bỏ ra,6.0,0,0,1,0,0,0
165502842,phòng chưa sẵn_sàng tôi đã đặt phòng hạng sang 6 người nhưng họ lại cho tôi loại phòng khác thật là một thảm,2.0,0,0,0,0,2,2
897548028,giá_cả rất hợp_lý có một nhà hàg bên cạnh khu_vực nhìn ra sông nên hơi ồn_ào,9.0,0,0,1,0,0,0
205895439,lựa_chọn giữa rất nhiều khách_sạn và cuối_cùng chọn lan nhi giá_cả khá rẻ phòng_ốc sạch_sẽ nhân_viên thân_thiện nếu có đi lần sau chắc_chắn sẽ vẫn chọn lan nhi,8.0,1,0,1,0,0,1
530154920,anh_chị chủ rất nhiệt_tình chỗ ở gần trung_tâm chợ gần sân_bay rất tiện đi_lại,10.0,0,0,0,1,0,1
920873812,sạch_sẽ và gọn_gàng nhân_viên thân_thiện nhược_điểm duy_nhất là không ai trong số nhân_viên nói được tiếng thuỵ_điển,9.0,1,0,0,0,0,2
952140008,lễ_tân hữu_ích phòng sạch_sẽ chất_lượng với đồ nội_thất và trang_thiết_bị mới hiện_đại có vách ngăn có_thể kéo ra kéo vào giữa phòng ngủ và khu_vực bếp ngồi vòi_hoa_sen tốt tuy_nhiên nên cung_cấp ly uống nước hoặc ít_nhất là những cốc uống nước có kích_thước thông_thường chứ không phải cốc espresso,8.0,1,2,0,0,1,1
657549569,chúng_tôi đã có một kỳ nghỉ rất dễ_chịu tại ta boutique,9.0,0,0,1,0,0,0
251077023,annie rất thân_thiện và nhiệt_tình cô ấy đã giới_thiệu cho chúng_tôi rất nhiều địa_điểm tham_quan và ăn_uống sự đón_tiếp nồng_nhiệt của cô ấy đã khiến kỳ nghỉ của chúng_tôi trở_nên rất thú_vị khách_sạn cũng cung_cấp phương_tiện đưa_đón cho chuyến đi đến đồi bana các tiện_nghi cũng mới và sạch_sẽ tuy_nhiên có một mùi khó_chịu không rõ nguyên_nhân trong phòng tắm annie đã yêu_cầu dọn_dẹp kỹ_lưỡng nhưng mùi vẫn còn thoang_thoảng nhìn_chung chúng_tôi đã có một kỳ nghỉ rất dễ_chịu và rất khuyến_khích những du_khách khác đến đây,8.0,0,0,1,0,2,1
841418259,nơi này thực_sự thân_thiện và rất thoải_mái tôi nghĩ lần sau tôi sẽ quay lại tôi rất khuyên mọi người nên đến đây,10.0,0,0,1,0,0,1
705025727,khách_sạn gần biển nên thuận_tiện việc đi_lại phòng sạch_sẽ,10.0,1,0,0,1,0,0
920658898,ở lại khoảng một tuần và đó là một kỳ nghỉ thoải_mái có các nhà hàg gần đó capsule mang lại cảm_giác riêng_tư nhân_viên thân_thiện giá_trị tốt,10.0,0,0,1,0,0,1
821864965,tất_cả mọi thứ đều tuyệt_vời,10.0,0,0,0,0,0,0
847544673,tôi đã ở trong căn_hộ và có tất_cả các tiện_nghi tôi muốn ở lại thêm nữa,10.0,0,0,1,0,0,0
676728623,giá_cả hợp_lý và phòng_ốc trong tình_trạng tốt vị_trí rất tuyệt_vời chỉ cách chợ hơn ba phút đi bộ và dịch_vụ đón tại sân_bay cũng rất tốt,9.0,0,0,1,1,1,0
106137721,tôi đến đà_nẵng trước một ngày so với lịch hẹn của nhóm du_lịch tiếp_theo chiều hôm sau chuyến bay của tôi hạ_cánh lúc 21 30 vì_vậy tôi cần nghỉ lại một đêm khách_sạn horizon rất gần sân_bay khách_sạn rất sạch_sẽ bữa sáng đầy_đủ có dịch_vụ mát xa chân miễn_phí mọi thứ đều ổn cảm_ơn,8.0,1,1,0,1,0,1
634390654,phòng hơi nhỏ sạch_sẽ nhân_viên nhiệt_tình và dễ_thương,9.0,1,0,0,0,2,1
879162927,đây là một lựa_chọn tốt người_quản_lý rất thân_thiện có một_vài vấn_đề nhỏ nhưng chúng đã được giải_quyết nhanh_chóng nhược_điểm duy_nhất là vị_trí hơi xa trung_tâm đà_nẵng ngoài_ra thì mọi thứ đều ổn,7.0,0,0,1,2,0,1
992537821,khách_sạn mới đẹp vị_trí thuận_tiện gần biển nhân_viên dễ_chịu cầu_thị có dịp sẽ quay lại,10.0,0,0,1,1,0,1
1070201660,nơi này thật tuyệt để ở lại phòng sạch_sẽ với dịch_vụ tuyệt_vời khi cần chúng_tôi đã ở đây 5 ngày và nhân_viên rất nhiệt_tình hỗ_trợ những yêu_cầu bổ_sung để sắp_xếp xe_cộ và các chuyến đi trong ngày tôi sẽ giới_thiệu cho bất_kỳ ai đến nghỉ tại đà_nẵng,10.0,1,0,1,0,0,1
987990242,kts ổn tiện_nghi rộng_rãi ăn nhiệt_tình mỗi_tội wifi kém quá 4g cũng bị lác,6.0,0,1,1,0,1,0
950981205,nhân_viên siêu nhiệt_tình siêu tốt,10.0,0,0,0,0,0,1
816347709,khách_sạn phù_hợp cho nhóm hoặc đi một_mình giá tiền hợp_lý theo mặt_bằng khu_vực chủ dễ_tính hiền_lành,7.0,0,0,1,0,0,0
930315780,nhân_viên thân_thiện chỗ ở gọn_gàng so với cơ_sở vật_chất giá_cả hợp_lý nó có vị_trí hơi mơ_hồ một_chút nhưng nếu di_chuyển bằng taxi thì không có vấn_đề gì lớn,8.0,0,0,1,2,0,1
782383988,nhân_viên rất thân_thiện kỳ nghỉ tuyệt_vời chắc_chắn sẽ quay lại,10.0,0,0,1,0,0,1
119681436,khu nghỉ_dưỡng rất tốt gia_đình tôi rất thích hồ bơi,10.0,0,0,1,0,0,0
1067325704,đây là một khách_sạn tốt nhưng phòng của tôi không giống như trong hình phòng của tôi nhỏ và không có cửa_sổ phòng tắm sạch_sẽ với áp_lực nước tốt vì_vậy tôi đã có một buổi tắm tuyệt_vời,8.0,1,0,1,0,2,0
139858762,vị_trí hơi khó xác_định nằm giữa trung_tâm đà_nẵng và phố cổ nhưng mặt_khác cũng không quá xa trung_tâm tôi nghĩ đây là một nơi tốt để nghỉ_ngơi yên_tĩnh cùng gia_đình,8.0,0,0,1,2,0,0
1010926239,nhân_viên rất thô_lỗ và đưa nhầm chìa máy pha cà_phê cho tôi nên tôi phải kiểm_tra lại lần nữa chiếc máy pha cà_phê cuối_cùng tôi nhận được thậm_chí còn không hoạt_động vì_vậy tôi không muốn tranh_cãi với nhân_viên nên tôi đã bỏ đi giá_cả thì rẻ nhưng đừng đến đó,2.0,0,0,2,0,0,2
232313035,nhân_viên lễ_tân thân_thiện và nhiệt_tình bữa sáng tự chọn rất ngon và gói dịch_vụ của chúng_tôi bao_gồm cả trà chiều rất phù_hợp với chúng_tôi khu_vực xung_quanh khách_sạn yên_tĩnh và thư_giãn trung_tâm thành_phố cách đó 5 phút đi taxi grabcar bãi biển nằm ngay bên kia đường và tầm nhìn từ khách_sạn rất tuyệt_vời,9.0,0,1,1,1,0,1
770770081,giá_cả và vị_trí đều tốt nhưng phòng_không có cửa_sổ nên hơi ẩm nhân_viên thân_thiện,6.0,0,0,0,1,2,1
577710220,căn phòng rộng_rãi phù_hợp cho cả việc đi du_lịch và làm_việc văn_phòng,9.0,0,0,0,0,1,0
960226152,bộ_đồ giường thực_sự tuyệt_vời sự đón_tiếp rất nồng_nhiệt đây là khách_sạn gia_đình với khu_vực chung để thư_giãn và máy_giặt rất tiện_lợi và sạch_sẽ bữa sáng được phục_vụ tại bàn_là một điểm cộng mặc_dù khẩu_phần ăn cho món khai_vị món chính và món tráng_miệng có_thể lớn hơn một_chút hình_ảnh trên thực_đơn và đĩa được phục_vụ không phải lúc_nào cũng khớp tuy_nhiên tôi rất khuyến_khích bạn đến khách_sạn này đội_ngũ nhân_viên xứng_đáng nhận điểm 1010 tôi sẽ quay lại rất sớm,10.0,1,1,1,0,1,1
684043267,mình đã ở khách_sạn lần thứ 2 thấy phòng_ốc phù_hợp với giá tiền lần trước mình ở tầng 1 thấy ok hơn lần này thì ở tầng 2 không thích bằng,8.0,0,0,0,0,1,0
935783882,hồ bơi không hoạt_động và không có biển_báo nào được đặt_để thông_báo cho khách,8.0,0,0,2,0,0,0
1071529255,giá_cả phải_chăng vị_trí tuyệt_vời rất đáng để thử,8.0,0,0,1,1,0,0
769629223,giá_cả rất hợp_lý gần bãi biển và nhà hàg,10.0,0,0,1,1,0,0
966538680,sàn gỗ khá đẹp nhưng việc dọn_dẹp không kỹ nên sàn rất bẩn tuy_nhiên tôi vẫn hài_lòng với giá_cả cho một đêm tôi lo_lắng về tiếng ồn nhưng tôi đã có một kỳ nghỉ tuyệt_vời mà không gặp bất_kỳ sự bất_tiện lớn nào,8.0,2,0,1,0,0,0
989292348,khung_cảnh đẹp phòng rộng_rãi thoải_mái,9.0,0,0,1,0,1,0
913909893,tôi chỉ ở một đêm nhưng căn_hộ tôi có rất hiện_đại và thoải_mái nó có một chiếc giường tốt bếp riêng và vòi_sen mưa nhà có thang_máy vấn_đề duy_nhất của tôi là tiếng ồn vào buổi sáng từ trên đường_phố căn_hộ chỉ cách đường chính một_chút có một_số người_dân địa_phương hét lên từ loa phóng_thanh từ 7 giờ sáng và tôi không_thể ngủ được,9.0,0,0,1,0,1,0
113170336,nếu bạn đặt biệt_thự với giá_cả phải_chăng nhất chủ biệt_thự cũng sẽ lo việc đi_lại và hướng_dẫn tận_tình cho bạn điều này rẻ hơn nhiều và tiện_lợi hơn so với các gói du_lịch thông_thường tôi rất hài_lòng với chuyến đi này,10.0,0,0,1,0,0,1
1060615435,cơ_sở vật_chất rất tốt nhân_viên thân_thiện và dịch_vụ khách hàg tuyệt_vời rất nên giới_thiệu cho mọi người đến đây,9.0,0,0,1,0,0,1
971297275,đừng gửi đồ giặt ở đây quần_áo của tôi đã bị mất khi tôi báo cho nhân_viên họ cho tôi xem camera an_ninh của khu giặt ủi nhưng nó không hiển_thị gì cả nó không cho thấy quần_áo đang được vận_chuyển đến khu giặt ủi nơi chúng có_thể bị mất nó cũng không cho thấy có món đồ nào bị bỏ quên trong khu giặt ủi hay không và tôi cũng không_thể nhìn thấy từng món quần_áo đang được gấp hệ_thống an_ninh này thực_sự vô_dụng,6.0,0,0,0,0,0,2
933952272,một trong những nơi lưu_trú tốt nhất với giá_cả tuyệt_vời,10.0,0,0,1,0,0,0
649383908,khách_sạn này có đầy_đủ mọi thứ nhân_viên rất nhiệt_tình và luôn sẵn_sàng hướng_dẫn tôi khuyên bạn nên ở đây,10.0,0,0,1,0,0,1
1053794350,đối_với khách đi công_tác một_mình tôi khuyên chỉ nên ở lại một đêm còn đối_với gia_đình hoặc các cặp đôi tôi khuyên nên ở khách_sạn khác ít_nhất là khách_sạn 4 sao nơi này chỉ là nhà_nghỉ bình_dân,5.0,0,0,2,0,0,0
1066997156,một khách_sạn tuyệt_vời ở vị_trí đắc_địa gần biển nhà hàg và cửa hàg phòng_ốc và khu_vực chung rất sạch_sẽ thoải_mái và được trang_bị đầy_đủ tiện_nghi nhân_viên vô_cùng chu_đáo toàn_bộ kỳ nghỉ thật_sự tuyệt_vời,10.0,1,0,1,1,1,1
938294279,khách_sạn tốt nhất mà tôi từng ở đặc_biệt là với mức giá này đệm thoải_mái phòng sạch_sẽ hoàn_hảo,10.0,1,0,1,0,1,0
1021836989,tôi ở lại 0 5 đêm và nhân_viên rất thân_thiện vị_trí cũng rất thuận_tiện,10.0,0,0,0,1,0,1
1005507434,chỗ ở đơn_giản nhưng giá_cả hợp_lý và vị_trí rất tốt,8.0,0,0,1,1,0,0
579086557,thực_sự hài_lòng nhân_viên phục_vụ tận_tình và chu_đáo,10.0,0,0,1,0,0,1
971092111,khu nghỉ có bãi biển đẹp nhân_viên nhiệt_tình thân_thiện đón_tiếp nồng_hậu phòng nghỉ không quá suất sắc nhưng phù_hợp giá tiền,9.0,0,0,1,0,1,1
781386273,có những con chim bồ_câu sống trên hiên nhà và tôi không bao_giờ mở được nó mà hiên nhà cũng rất sạch_sẽ,5.0,1,0,0,0,0,0
957063048,khách_sạn tuyệt_vời cảm_ơn vì sự sạch_sẽ và dịch_vụ tuyệt_vời,10.0,0,0,1,0,0,0
971299173,nhân_viên rất dễ_thương và nhiệt_tình giúp_đỡ họ bố_trí cho chúng_tôi một phòng ở tầng cao nhất nhưng phòng đó không cách_âm tốt như mong_đợi,9.0,0,0,0,0,2,1
732308012,chủ nhà rất tốt_bụng và lắng_nghe yêu_cầu của chúng_tôi rất chu_đáo,9.0,0,0,0,0,0,1
736531730,nơi này rất tuyệt_vời cho những kỳ nghỉ dài ngày vì thậm_chí còn có cả máy_giặt rất đáng để ghé thăm,8.0,0,0,1,0,0,0
1069090175,nhân_viên đã nâng_cấp phòng cho tôi họ rất thân_thiện đặc_biệt là kim chi,10.0,0,0,0,0,0,1
1036026424,gần nơi diễn ra chương_trình biểu_diễn rồng cầu tình_yêu chợ đêm và quán cà_phê vùng_cao địa_điểm đón khách lý_tưởng cho mọi tour du_lịch chúc vui_vẻ,9.0,0,0,1,1,0,0
729364538,tới đà_nẵng muộn mình đã đặt chỗ ở 0 5 đêm rất tuyệt sẽ sử_dụng lại lần nữa,9.0,0,0,1,0,0,0
